,Company,TypeName,Ram,OpSys,Weight,Price,IPS,Touchscreen,Display,PPI,HDD,SSD,Hybrid,Flash_Storage,Gpu_brand,Cpu_name
154,HP,Ultrabook,4,Windows,1.48,57648,0,0,Full HD,157,0,256,0,0,Intel,Intel Core i5
155,HP,Notebook,6,Windows,1.91,32980,0,0,Full HD,141,0,256,0,0,AMD,Intel Core i5
156,Lenovo,2 in 1 Convertible,4,Windows,1.74,33513,1,1,Full HD,157,0,256,0,0,Intel,Intel Core i3
157,Asus,2 in 1 Convertible,8,Windows,1.1,70063,0,1,Full HD,165,0,256,0,0,Intel,Intel Core i5
158,Dell,2 in 1 Convertible,8,Windows,1.56,55890,0,1,Full HD,141,0,256,0,0,Intel,Intel Core i7
159,Toshiba,Notebook,4,Windows,2.1,23816,0,0,HD,100,500,0,0,0,Intel,Intel Core i3
160,Asus,Notebook,4,Windows,2.03,21471,0,0,HD,100,1000,0,0,0,AMD,AMD
161,Acer,Notebook,4,Windows,3.0,42890,1,0,Full HD,127,0,256,0,0,Nvidia,Intel Core i5
162,Dell,Notebook,8,Windows,2.13,38787,0,0,Full HD,141,0,256,0,0,AMD,Intel Core i5
163,Lenovo,Gaming,16,Windows,2.5,57489,1,0,Full HD,141,0,256,0,0,Nvidia,Intel Core i7
164,Acer,Notebook,4,Windows,2.1,18541,0,0,HD,100,1000,0,0,0,Intel,Intel
165,MSI,Gaming,16,Windows,2.4,95850,1,0,Full HD,141,1000,256,0,0,Nvidia,Intel Core i7
166,Acer,Notebook,4,Windows,2.1,19367,0,0,HD,100,1000,0,0,0,Intel,Intel
167,Dell,Gaming,8,Windows,2.56,56502,0,0,Full HD,141,1000,128,0,0,Nvidia,Intel Core i7
168,Acer,Notebook,8,Windows,3.0,45501,1,0,Full HD,127,0,256,0,0,Nvidia,Intel Core i5
169,HP,Notebook,4,Windows,1.49,40173,1,0,Full HD,165,500,0,0,0,Intel,Intel Core i5
170,Huawei,Ultrabook,8,Windows,1.05,71874,1,0,Full HD,199,0,256,0,0,Intel,Intel Core i5
171,HP,Notebook,6,Windows,2.71,37242,1,0,Full HD,127,2000,0,0,0,AMD,Intel Core i5
172,Lenovo,Notebook,4,Linux/Android/Chrome,2.2,16463,0,0,HD,100,500,0,0,0,AMD,AMD
173,Toshiba,Notebook,4,Windows,2.0,26053,0,0,HD,100,500,0,0,0,Intel,Intel Core i3
174,HP,Notebook,8,Windows,2.5,49177,0,0,Full HD,127,0,256,0,0,Nvidia,Intel Core i5
175,Dell,Notebook,8,Windows,2.3,24455,0,0,HD,100,1000,0,0,0,Intel,Intel Core i3
176,Acer,Notebook,4,Windows,2.1,23922,0,0,HD,100,0,128,0,0,Intel,Intel Core i3
177,MSI,Gaming,32,Windows,4.4,149130,0,0,Full HD,119,1000,512,0,0,Nvidia,Intel Core i7
178,Lenovo,Notebook,8,Windows,1.9,43316,0,0,Full HD,141,1000,128,0,0,AMD,Intel Core i5
179,HP,2 in 1 Convertible,8,Windows,1.29,79866,1,1,4k,331,0,256,0,0,Intel,Intel Core i5
180,Dell,Notebook,16,Linux/Android/Chrome,2.02,55890,0,0,Full HD,141,2000,256,0,0,AMD,Intel Core i7
181,Dell,Ultrabook,8,Windows,1.23,74538,0,0,Full HD,165,0,256,0,0,Intel,Intel Core i5
182,Lenovo,2 in 1 Convertible,16,Windows,1.4,98514,1,1,4k,316,0,512,0,0,Intel,Intel Core i7
183,Toshiba,Notebook,8,Windows,2.0,42251,0,0,HD,100,0,128,0,0,Intel,Intel Core i5
184,Xiaomi,Notebook,8,Linux/Android/Chrome,1.95,63882,1,0,Full HD,141,0,256,0,0,Nvidia,Intel Core i5
185,Dell,Notebook,16,Windows,2.77,82530,0,1,Full HD,127,0,512,0,0,Nvidia,Intel Core i7
186,Dell,Notebook,16,Windows,2.06,127712,0,1,4k,282,0,512,0,0,Nvidia,Intel Core i7
187,Lenovo,Gaming,8,Linux/Android/Chrome,2.4,41505,1,0,Full HD,141,0,256,0,0,Nvidia,Intel Core i5
188,Acer,Ultrabook,8,Windows,1.12,52693,1,0,Full HD,165,0,256,0,0,Intel,Intel Core i5
189,Dell,Notebook,8,Windows,2.8,57808,0,0,Full HD,127,1000,128,0,0,AMD,Intel Core i7
190,Lenovo,2 in 1 Convertible,16,Windows,1.42,150462,0,1,HD,209,0,1000,0,0,Intel,Intel Core i7
191,Vero,Notebook,4,Windows,1.3,13852,1,0,Full HD,157,0,0,0,32,Intel,Intel
192,Xiaomi,Ultrabook,8,Linux/Android/Chrome,1.3,53274,1,0,Full HD,165,0,256,0,0,Nvidia,Intel Core i5
193,Lenovo,Notebook,8,Linux/Android/Chrome,2.8,37189,0,0,HD,106,0,256,0,0,Nvidia,Intel Core i5
194,Dell,2 in 1 Convertible,8,Windows,1.62,44701,1,1,Full HD,165,1000,0,0,0,Intel,Intel Core i7
195,HP,Notebook,8,Windows,2.5,48697,1,0,Full HD,127,1000,0,0,0,Nvidia,Intel Core i5
196,Razer,Gaming,32,Windows,3.49,324954,0,1,4k,254,0,1000,0,0,Nvidia,Intel Core i7
197,HP,Notebook,8,Windows,1.49,51095,0,0,Full HD,165,0,512,0,0,Intel,Intel Core i5
198,HP,Gaming,16,Windows,3.35,73473,1,0,Full HD,127,1000,256,0,0,Nvidia,Intel Core i7
199,HP,Notebook,8,Windows,2.5,55677,0,0,Full HD,127,0,256,0,0,Nvidia,Intel Core i7
200,Dell,Gaming,16,Windows,2.65,98301,1,0,4k,282,1000,512,0,0,Nvidia,Intel Core i7
201,Lenovo,Notebook,4,Windows,2.1,26267,0,0,HD,100,0,128,0,0,Intel,Intel Core i5
202,Acer,Notebook,8,Windows,2.23,39533,0,0,Full HD,141,1000,0,0,0,Nvidia,Intel Core i7
203,Lenovo,Gaming,16,Windows,3.2,93186,1,0,Full HD,141,1000,512,0,0,Nvidia,Intel Core i7
204,Dell,Workstation,16,Windows,2.8,162770,0,0,4k,282,1000,256,0,0,Nvidia,Intel
205,Lenovo,Gaming,16,Linux/Android/Chrome,2.4,74485,0,0,Full HD,141,0,512,0,0,Nvidia,Intel Core i7
206,Dell,Notebook,6,Windows,2.3,23389,0,1,HD,100,1000,0,0,0,Intel,Intel Core i3
207,Dell,Ultrabook,8,Windows,1.21,103842,1,1,4k,331,0,256,0,0,Intel,Intel Core i7
208,Dell,Ultrabook,8,Windows,1.2,77202,0,0,Full HD,165,0,256,0,0,Intel,Intel Core i7
209,Lenovo,Notebook,8,Windows,2.2,31808,0,0,HD,100,0,256,0,0,Intel,Intel Core i5
210,Acer,Notebook,8,Linux/Android/Chrome,2.4,41505,0,0,Full HD,141,1000,0,0,0,Nvidia,Intel Core i7
211,Asus,Gaming,16,Windows,2.9,74964,0,0,Full HD,127,1000,256,0,0,Nvidia,Intel Core i7
212,HP,Notebook,4,Linux/Android/Chrome,2.1,18594,0,0,Full HD,141,500,0,0,0,Intel,Intel Core i3
213,Lenovo,Notebook,8,Linux/Android/Chrome,2.2,29250,0,0,Full HD,141,0,256,0,0,Intel,Intel Core i5
214,Huawei,Ultrabook,8,Windows,1.05,79866,1,0,Full HD,199,0,512,0,0,Intel,Intel Core i7
215,Dell,Ultrabook,8,Windows,1.4,49650,1,0,Full HD,165,0,256,0,0,AMD,Intel Core i7
216,Lenovo,Notebook,8,Linux/Android/Chrome,2.8,31381,0,0,HD,106,1000,0,0,0,Nvidia,Intel Core i5
217,HP,Notebook,8,Windows,1.63,54931,0,0,Full HD,157,0,256,0,0,Nvidia,Intel Core i7
218,Dell,Ultrabook,8,Windows,1.6,61218,0,0,Full HD,157,0,256,0,0,Intel,Intel Core i5
219,Dell,2 in 1 Convertible,16,Windows,1.62,68145,0,1,Full HD,165,0,512,0,0,Intel,Intel Core i7
220,Dell,Notebook,8,Linux/Android/Chrome,2.2,36089,0,0,Full HD,141,0,256,0,0,AMD,Intel Core i5
221,Lenovo,2 in 1 Convertible,8,Windows,1.74,47898,1,0,Full HD,157,0,256,0,0,Intel,Intel Core i5
222,Toshiba,Ultrabook,8,Windows,1.2,72620,0,0,Full HD,165,0,256,0,0,Intel,Intel Core i7
223,HP,Notebook,8,Windows,2.1,42304,0,0,Full HD,141,1000,0,0,0,Intel,Intel Core i5
224,Dell,Gaming,16,Windows,4.42,130873,1,0,Full HD,127,1000,256,0,0,Nvidia,Intel Core i7
225,Acer,Notebook,8,Windows,2.2,44328,0,0,Full HD,141,0,256,0,0,Nvidia,Intel Core i7
226,Dell,Notebook,16,Windows,2.3,45768,0,1,Full HD,141,1000,0,0,0,AMD,Intel Core i7
227,Asus,Notebook,8,Windows,2.0,40972,0,0,Full HD,141,0,256,0,0,Nvidia,Intel Core i5
228,Asus,Notebook,8,Windows,2.69,47472,0,0,Full HD,127,500,256,0,0,Nvidia,Intel Core i5
229,HP,Notebook,8,Windows,1.9,67612,0,0,Full HD,141,1000,0,0,0,AMD,Intel Core i7
230,Asus,Notebook,4,Windows,2.37,21258,0,0,HD,100,1000,0,0,0,Intel,Intel Core i3
231,HP,Notebook,4,Windows,2.1,17582,0,0,HD,100,500,0,0,0,AMD,AMD
232,Lenovo,Gaming,16,Windows,3.2,79866,1,0,Full HD,141,1000,256,0,0,Nvidia,Intel Core i7
233,Dell,Notebook,8,Windows,1.6,45767,0,0,Full HD,157,0,256,0,0,Intel,Intel Core i5
234,Acer,2 in 1 Convertible,8,Windows,1.6,36709,1,1,Full HD,165,0,256,0,0,Intel,Intel Core i5
235,Dell,Notebook,16,Linux/Android/Chrome,2.36,47898,0,0,Full HD,141,0,256,0,0,AMD,Intel Core i7
236,Acer,Notebook,4,Linux/Android/Chrome,2.1,20779,0,0,HD,100,1000,0,0,0,Intel,Intel Core i3
237,Asus,Notebook,4,Windows,2.2,30636,0,0,Full HD,141,1000,128,0,0,AMD,AMD
238,Asus,Gaming,32,Windows,4.7,207259,0,0,Full HD,127,1000,512,0,0,Nvidia,Intel Core i7
239,Acer,Gaming,8,Windows,2.5,45074,1,0,Full HD,141,0,256,0,0,Nvidia,Intel Core i5
240,Lenovo,Notebook,8,Windows,2.2,31381,0,0,HD,100,0,128,0,0,Intel,Intel Core i3
241,Asus,Notebook,8,Windows,2.1,61005,0,0,Full HD,127,1000,128,0,0,Nvidia,Intel Core i7
